0,2,4,100.11,5.939748044,25.05997623,16.27614565,18.39764568,0.145734897,2.01599813
3,8,15,100.11,0.253513155,20.11238035,13.05413158,13.67089577,0.117597055,0.099524708
3,8,15,100.11,0.346616743,20.29956213,13.09628306,13.88114515,0.262163529,0.319206694
3,8,14,100.11,0.46282871,20.64327163,12.98635168,14.31608618,0.262209231,0.321205693
2,7,12,100.11,3.346215658,20.85346953,11.69970952,15.03105595,0.195033751,0
2,12,15,100.65,0.602417647,9.518281752,8.371236794,8.524032727,0.2350315,0.143854452
13,88,108,100.69,0.624666845,3.99998916,3.75959024,1.617929377,0.165566125,0
17,101,126,100.69,0.198491887,3.067889493,3.067889493,1.91862078,0.341660465,0.341960501
6,39,39,100.69,1.823518682,6.542671896,3.856631114,2.727543596,1.398419074,1.376086898
15,87,109,100.69,1.502598628,3.569089964,2.505113295,1.268564075,0.023939512,0
14,86,104,100.69,1.186013666,3.972921471,3.44597071,0.859514294,0.206288526,0
7,51,57,100.69,2.15370771,6.60479308,4.839672306,3.231636469,0.994834336,0
20,108,154,100.69,0.454093165,2.565498726,2.565498726,2.070447618,0.299538302,0.248092019
21,112,145,100.69,0.524802173,2.90189844,2.90189844,1.983415886,0.21630605,0.318497596
10,63,78,100.69,0.343155989,5.141005477,4.578127588,1.453500291,0.245071311,0
20,111,146,100.69,0.545302699,2.81831459,2.81831459,1.936365275,0.213981508,0.404738203
20,100,130,100.69,0.45430864,3.463186816,2.803488282,1.983255309,0.036333439,0.426066064
24,115,171,100.69,0.722221844,2.481680217,2.481680217,1.375714733,0.115981214,0.379246031
21,104,147,100.69,0.16610704,3.277480117,2.17087871,1.343998097,0.567166465,0
6,22,50,101.32,0.391772187,6.877285675,2.255115634,0.503756552,0.16219017,0.518100341
4,16,39,101.32,2.235530463,7.158634526,3.249597894,2.327275828,0.739669992,0.900648951
13,51,91,101.32,1.575073515,6.172079805,1.78275334,1.564521127,0.031297275,0.422651446
36,164,266,100.05,0.996308761,1.153705139,1.153705139,0.591724592,0.375533392,0
36,158,258,100.05,0.490915814,0.442105702,0.442105702,1.134202277,0.136698258,9.49E-05
37,169,269,100.05,0.962398993,0.931482736,0.931482736,0.589036398,0.044944821,0.208034953
36,157,254,100.05,0.553145465,0.501206588,0.501206588,1.174793355,0.209351835,0
30,124,207,100.27,0.766595307,1.927138817,2.048155944,1.658390688,0.19055735,0.427136536
13,78,108,100.27,1.078004021,3.571796398,0.152164492,3.308686665,0.458070801,0.142697953
13,74,116,100.27,0.36885618,3.459911702,0.670173222,2.543748141,0.204570941,0.323214552
18,80,135,100.27,1.052529818,3.788813752,3.616772475,0.54482088,0.160645168,0
20,92,148,100.27,0.530462894,3.311817092,3.051671699,0.16501093,0.165558722,0.389721632
11,43,72,101.43,1.779243303,5.680814528,5.217851537,2.765122736,0.512602498,1.760537137
24,101,185,101.43,0.932638009,4.060985043,2.32832561,2.180733701,0.3883899,0.727291778
18,78,133,101.43,1.287545532,3.888169727,3.783597491,0.957168202,0.056749713,0.462539357
34,147,251,101.43,0.34218909,1.517709083,0.242138968,0.508556154,0.133368653,0.316451034
33,130,239,101.43,0.408124174,1.643775087,0.830155177,1.09734484,0.17267345,0.257184891
33,127,228,101.43,0.253641338,1.779107913,0.983687812,1.240311653,0.315875731,0.301568291
34,143,251,101.43,0.51709086,1.358969745,0.60053444,0.87950043,0.237412757,0.189047312
30,138,231,101.43,1.094451796,2.634802983,1.701924323,1.612973816,0.234321759,0
32,133,234,101.43,0.220081788,2.282899468,0.602687944,0.612137288,0.162086335,0
33,144,247,101.43,0.517009893,2.43367639,1.122142323,0.841974473,0.222655355,0.169232254
33,142,239,101.43,0.517184588,2.18333338,0.464866272,0.265013546,0.106228441,0.194951755
19,63,122,101.43,0.200460372,4.597142013,3.723267466,2.767295637,0.178870346,0.630403534
32,142,242,101.43,0.438015364,2.110196819,0.377482837,0.338994289,0.243165994,0.052007996
12,51,87,101.43,1.89293657,5.149472701,4.724689703,2.016345025,0.45884015,1.404253337
33,138,238,101.43,0.362440563,2.139037157,0.461654697,0.508111275,0.215565829,0
6,17,45,101.74,0.90315829,7.085489316,2.586607927,1.02179727,0.161979205,0
40,171,276,101.74,0.545566751,0.747022111,1.233707942,0.880483163,0.358660681,0.279490436
40,171,277,101.74,0.564854309,0.748243511,1.218051799,0.900317907,0.364593261,0.293828842
38,174,280,101.74,0.135925235,0.893082628,1.554739124,0.484080921,0.126442662,0.188313778
39,170,275,101.74,0.734608735,0.428842854,1.486636518,0.661798491,0.191532758,0.417093421
37,166,276,101.74,0.480347917,1.126831684,0.688454614,0.703720984,0.347881355,0.319465741
34,131,232,101.74,0.823173519,1.313356761,1.259719154,1.539948179,0.026075255,0.250038507
33,151,253,101.74,0.259740702,1.352992496,0.457933102,0.87298066,0.216373394,0
33,126,221,101.74,1.251547777,1.578263828,1.98903869,1.919442163,0.229150094,0.230522687
31,146,245,101.74,0.581572589,2.196095972,1.097378271,0.993215257,0.221138934,0.120731611
3,7,14,100.03,0.095096077,18.54138376,10.35754443,11.87461215,0.009403867,0.329500658
1,2,20,100.53,1.505285113,16.91768559,5.968233805,10.52522225,0.278418702,0.198496087
25,122,203,100.18,0.913813059,0.807979709,0.532020832,0.943792179,0.219399766,9.49E-05
30,160,254,100.18,0.200159656,1.01882495,0.221211834,1.060294974,0.066143201,0.248990221
31,158,255,100.18,0.438685606,0.701419914,0.498749579,1.015782762,0.169082724,0
28,141,238,100.18,0.725065901,2.156620854,1.429249921,1.333254448,0.204710707,0
22,106,178,100.18,1.017236849,3.773688503,1.24405901,2.796391544,0.440050196,0.249788228
11,61,106,100.18,0.982830474,4.922280873,0.300398746,1.795465763,0.290827898,0.742413539
19,110,173,100.18,1.109675239,1.022887139,1.336007636,1.108062968,0,0
30,153,237,100.18,0.569076418,0.62800456,0.506250397,1.427013555,0.200212579,0.220128079
29,152,232,100.18,0.698632541,0.693768159,0.539662413,1.575017718,0.191341663,0.354257969
31,150,248,100.18,0.335349799,0.909637186,0.75149922,0.768141067,0.164446105,0.235818592
27,124,215,100.18,0.924559846,1.525320535,0.93354576,0.964178942,0,0.155123696
27,124,215,100.18,0.924559846,1.525320535,0.93354576,0.964178942,0,0.155123696
32,156,255,100.18,0.384396691,0.550537888,0.5791942,0.716916033,0.255592887,0.325168917
32,157,254,100.18,0.369497876,0.633319193,0.505778997,0.687292756,0.186124907,0.330068856
32,157,254,100.18,0.369497876,0.633319193,0.505778997,0.687292756,0.186124907,0.330068856
4,61,72,100.18,1.190873473,4.129370776,1.875721543,1.978201609,0.685829388,0.595355414
30,155,249,100.18,0.421396561,0.691033363,0.374084877,0.918722013,0.213095383,0.344441484
27,138,213,100.18,1.337389872,0.557373268,0.902241004,2.171296439,0.625060887,0.506605048
26,120,204,100.18,0.642693148,1.152230378,0.623865287,0.684470977,0.153028044,0
26,125,212,100.18,0.911213283,1.007021161,0.424956863,0.953614526,0.017437369,0
32,151,251,100.18,0.389248649,1.047391225,0.952335194,0.067038035,0.13860573,0
25,129,197,100.18,1.563840499,0,0.986468767,1.745000614,0.26532534,0.226429681
25,122,200,100.18,1.273357991,0.449733928,0.721942638,1.29686292,0.10572856,0
18,100,169,100.18,1.277092083,2.691836678,2.112786422,1.278419226,0.232886735,0.656662639
19,103,174,100.18,0.648530711,2.243159986,1.708679839,0.641565186,0.339134611,0
9,71,103,100.18,0.370727031,3.208592728,0.46289838,0.503133542,0.188416218,0.332681921
13,83,119,100.18,0.73256694,2.451132078,0.993392339,1.23001393,0.203832209,0
19,105,178,100.18,1.105047131,2.46208887,1.881895649,1.112139938,9.49E-05,0.438595354
26,129,217,100.18,0.951567427,1.156239406,0.564493025,0.994647008,0.077043665,0.115833941
32,157,256,100.18,0.367913697,0.541400615,0.593713832,0.702015005,0.270688121,0.344861627
27,135,224,100.18,1.116686168,0.801871471,0.279414952,1.3524978,0.081692196,9.49E-05
36,160,258,101.98,0.906967862,1.292999508,1.292999508,0.87541029,0.157004672,0.00576688
13,29,71,101.98,0.558875738,11.26596854,0.375468419,6.357559034,0.137381643,0.50155424
36,166,271,101.98,0.708478055,1.380398799,1.589590499,0.473196229,0.184878784,0.213475649
33,154,251,101.98,0.429496406,1.74057784,2.237708922,0.280881509,0.413695928,0.622102178
37,165,271,101.98,0.296655489,0.968335396,1.978269535,0.602708588,0.232851341,0.027969363
37,166,269,101.98,0.306896864,0.563799594,1.453083709,0.939483748,0.162016091,0.293253906
36,161,257,101.98,0.89264081,0.841435288,0.841435288,0.971296693,0.167695942,0.257992502
38,169,263,101.98,0.77404956,0.760749153,0.760749153,0.903182883,0.110125559,0.157483496
31,163,260,101.98,0.652645465,0.348633231,0.81412756,0.991071105,0.0568992,0.350941642
32,161,261,101.98,0.789195671,0.090795228,1.149553814,0.986344857,9.49E-05,9.49E-05
35,162,265,101.98,0.512034214,0.189696595,1.569286073,1.12562236,0.190988656,0.24988103
7,25,47,100.08,0.142653419,11.4373536,0.669842238,8.549347018,0.289270735,0.232760229
5,14,28,100.08,3.076683728,11.03954213,3.965450203,6.459744568,1.440486884,0
6,24,44,100.08,0.418078992,9.657126329,1.906513518,6.77909535,0.356732277,0
6,24,42,100.08,0.437949793,9.763780559,1.748953991,6.874181432,0.188039723,0.190569505
4,25,49,100.08,0.53652025,8.828795258,2.656538668,5.944423075,0.218537179,0
6,24,44,100.08,0.232255593,9.57321514,1.889390902,6.673776099,0.157352271,0.144743301
6,25,47,100.08,0.269634263,11.48004524,0.160439867,8.566472201,0.246106682,0.109053099
6,29,49,100.08,2.228491844,8.556042184,3.929107759,5.924217564,0.41132992,9.49E-05
6,25,45,100.08,0.957129982,9.312497122,2.565883556,6.500895859,0.017502372,0
34,145,232,100.18,0.948314979,1.000263584,1.000263584,2.199626109,0.279671493,0
34,146,235,100.18,0.665016084,0.65856181,0.65856181,2.032292738,0.251063445,0.788228811
2,7,10,100.63,0.384702123,18.43155709,9.697349112,15.71967065,0.10306463,0
29,139,216,100.24,0.85122513,2.533156824,1.938408629,0.991795952,0.425184804,0
25,140,208,100.24,0.369956242,2.451788684,1.331325667,1.047699515,0.106828578,0.316642636
29,141,218,100.24,0.74020398,2.466802269,1.831247895,0.884500841,0.337908134,0.113262784
29,147,227,100.24,1.005971868,1.955964222,0.743105607,0.957719417,0.081814511,0.24413036
12,59,83,100.24,2.866888577,4.055853454,4.097786647,4.066119622,0.081605932,9.49E-05
28,146,222,100.24,1.136345939,1.690781108,0.821669222,1.297037879,0.315141121,9.49E-05
19,107,161,100.24,1.944176419,2.2472409,2.449226292,2.89621629,0.785910304,0.691517932
14,62,99,100.24,1.289098955,5.244852872,2.760640249,3.446700862,0.030374103,0.006520196
11,60,83,100.24,2.875218944,4.107481547,4.135252143,4.084194558,0.110277473,0.061197049
29,132,205,100.32,0.047110583,1.477661942,1.477661942,1.81661519,0.353101641,0.28427731
36,145,237,100.32,0.735432069,0.904091667,0.904091667,1.862825015,0.17409314,0.241047284
24,106,175,100.32,0.965463491,3.62995939,0.535246237,0.890782768,0.130333475,0
30,132,203,100.32,0.293471756,1.699900563,1.699900563,1.542012596,0.16609494,0
24,115,178,100.32,1.533465355,3.497158254,0.838411102,1.551517918,0.260710478,0
36,144,245,100.32,0.409855638,1.260830773,1.260830773,1.423379179,0.049013652,0.316193323
24,108,173,100.32,0.877950991,3.58363905,0.563804662,0.811270638,0.219032995,0.089297738
32,127,220,100.32,0.077760992,2.414083916,1.838246005,0.990417615,0.368955419,0.358354419
9,44,63,101.06,0.471037331,6.402157356,3.350179502,4.626197311,0.200258377,0.15197466
2,16,22,101.06,3.163201515,7.512561107,6.018881421,6.572516281,0.534286613,1.157963218
6,36,53,101.06,0.456792341,6.735462951,3.351741616,4.649796516,0.219264308,0.474185059
2,13,24,101.06,3.96788417,8.366770503,4.768498946,5.590271676,0.216499359,0
8,39,51,101.06,2.790921796,6.912786815,3.273836114,4.097288713,0.865540976,1.353854929
5,15,35,100.51,2.509805009,15.32607168,3.979235682,12.43459604,0.429630947,1.146332305
6,14,37,100.51,1.379457787,14.76994167,3.725538876,11.92739576,0.082126221,0
7,23,47,100.51,0.974846098,12.54563839,1.395736319,9.663295721,0.699379352,0.458490894
4,11,25,100.51,2.015122159,14.42777902,5.283512649,11.8440963,0.342220484,1.821984783
5,17,36,99.99,0.213792499,13.37827982,3.288259427,9.337621427,0.136812799,0.18502702
17,55,100,102.59,0.15107389,6.857382095,3.346962598,5.097144478,0.118712519,0.260428651
6,24,41,100.18,2.467601963,10.51371306,3.632994057,7.933921118,0.196211327,0
3,35,45,100.18,1.005184897,5.486825238,3.435979573,3.53265971,0.102616758,0.203078474
12,26,68,100.8,0.760519716,11.70918957,1.145556151,7.176026102,0.119229021,0.462823677
11,26,66,100.8,0.671407503,11.87472352,1.443199621,7.507832415,0.072801076,0.122322022
13,29,70,100.8,0.676414318,11.02237215,0.872831253,6.723213121,0.172764506,0.415129784
7,19,59,100.8,0.605690467,12.52160188,0.173802886,8.776421084,0.249247034,0
11,27,67,100.8,0.351169812,11.90498283,0.906106728,7.016885099,0.114869945,0.818308402
5,35,39,100.14,2.263519008,7.634396967,6.616174198,3.122429882,9.49E-05,0.163764655
1,20,22,100.14,4.598239431,8.813807609,6.169182242,5.652380394,0.33651273,1.338139002
1,15,19,100.14,4.949637144,10.30037738,8.623422021,6.039489234,0,0.117481156